,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,171.92959498897562,255.1827029168419,88.1999157858672,251.10765634079027,352.8327814127444,171.19769203940825,135.12105738114036,462.0901390987456,416.84447091255356,87.3142623043361,175.8441185774376,260.31728805712027,843.1947736096989,333.00789240185173,243.38139142260735,529.7208841547356,416.7832286562421,59.59200007050481,494.1330721666974,450.2427320329721,274.7163281053619,503.00608998664734
1,160.57958059615626,233.51569302271736,84.61555168174614,222.49581027926916,327.4698761904555,161.22637638104192,118.83030995799544,435.3882247744963,380.6663289533037,77.83291680277433,163.12955897011332,250.43963139100032,795.2823432083129,302.03150719314374,218.99865195190338,491.1828821698136,375.3873720652059,52.35168183561905,446.33525135563593,406.1679018506907,242.47546113716123,463.75425935773296
2,153.85293917373343,240.10090628583075,78.42709129847601,230.78004817509415,323.3390569515776,164.78703064226696,124.91055970828442,435.04667925268524,383.4436404571086,79.70644534088214,158.57938724395453,247.7036857018165,754.3360864891656,287.9372979588663,211.13311128996273,494.47105209813725,372.91563742871637,54.619435683133766,430.9994438945397,398.67661656708987,249.32014874870944,455.98016772259933
3,157.2957563858505,234.20211632345408,79.35133179131942,217.63445037113473,305.5606906294842,151.74235911849559,119.19581264718566,436.9116012113396,376.98592346739883,79.05858448114805,153.02609148425077,244.54089629675425,769.0778456918656,271.94174239993436,217.85030734539842,470.7912926966185,381.34628035724495,51.508096897217044,426.9603792492857,372.8540853941329,230.9800380086628,463.03774532309717
4,156.55348939091945,233.1853428979836,73.47215942860424,207.56052902419566,304.1600772387167,151.81312031314502,118.72200041595028,413.101975575924,375.1685612440608,75.19898063009647,159.47750467614844,233.0903145861214,730.2874939544014,277.20456863789417,198.3367716130206,468.1538768284343,369.02178958102326,49.072791618741384,406.953905998499,399.215146520698,226.48501108223508,436.3102090850902
5,156.80990646404223,254.18724349668744,83.95041461319946,221.45843389377998,325.33606507200227,166.38110744077707,127.67921934233084,423.4025175220865,400.0800297719415,81.37770383361993,169.49504695044465,247.5550055631746,775.7237068497742,305.1905997278824,210.20926767090845,484.4042079308059,381.21552482795323,52.55604739280657,435.0433575133961,424.9737336145712,237.39529623581325,497.6303323544735
6,185.61371884090073,271.4704324217205,88.24543392910756,249.55961084442376,375.5903187295089,177.28591182934073,137.64011471874412,463.7165831163594,410.73051091914033,90.09807041109711,177.91631814602002,269.2136541228542,861.8794315147018,322.6562625382769,245.6006518781327,522.3076611230324,422.9752570485373,58.80660680896347,479.4821659309012,455.48964155785006,263.66280431276294,551.7584605398317
7,207.48090353551677,297.27984667188355,102.11386334081124,297.69698652542667,402.1190049286652,202.76666258766716,163.86216658598232,551.9152726834367,496.0567610587083,102.02641185270623,200.60216190283361,304.0245485625363,1032.3090133790395,377.2790200375822,271.12766486790736,597.7361145586726,482.39135492409076,67.41594021805726,542.4147040292208,496.50437311620936,297.5612321189245,618.9554271264761
8,213.53103259949935,323.6481523387211,107.2744511471122,303.43982168818684,439.4511493511568,208.65169817130928,162.12350381935377,573.0414081864332,511.19169321736376,104.30594502101225,227.69862945819847,323.44015042188477,1045.3031049490849,407.5182970389278,296.2561312730522,667.6738713337043,520.8235695763688,74.85289550341597,572.0416941617984,536.9747021662633,330.9230466390334,628.8890895815529
9,204.76882203572876,306.1094518626189,102.88830522304234,308.74195130384766,419.26093930811425,222.19659268461191,163.01634670657836,566.0867268104455,475.86812130082507,109.53895074707094,217.15283549130183,322.63442151209114,1050.0865748402787,396.5879687774657,283.9348080386464,662.8329574872748,510.7817241078004,69.73560099636137,582.6131075759,515.2478656825948,307.3857935494504,620.880936370737
