,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,335.8262967430639,251.86972255729793,293.8480096501809,251.86972255729793,221.55207076799357,261.19823080016084,177.24165661439486,450.1005227181343,419.78287092882994,335.8262967430639,265.8624849215923,268.194611982308,0.0,293.8480096501809,251.86972255729793,293.8480096501809,293.8480096501809,251.86972255729793,251.86972255729793,251.86972255729793,261.19823080016084,2098.9143546441496
11,315.19903498190587,236.39927623642942,275.79915560916766,236.39927623642942,207.94380780056292,245.1548049859268,166.35504624045035,422.45426216324887,393.9987937273824,315.19903498190587,249.5325693606755,251.72145154804983,0.0,275.79915560916766,236.39927623642942,275.79915560916766,275.79915560916766,236.39927623642942,236.39927623642942,236.39927623642942,245.1548049859268,1969.993968636912
12,294.93365500603136,221.20024125452352,258.06694813027747,221.20024125452352,194.57428628870124,229.39284278246885,155.659429030961,395.2930237233615,368.66706875753925,294.93365500603136,233.48914354644148,235.53729392842783,0.0,258.06694813027747,221.20024125452352,258.06694813027747,258.06694813027747,221.20024125452352,221.20024125452352,221.20024125452352,229.39284278246885,1843.3353437876963
13,274.270205066345,205.70265379975876,239.98642943305188,205.70265379975876,180.94214917571372,213.32127060715723,144.753719340571,367.5982609569763,342.8377563329313,274.270205066345,217.13057901085645,219.03523321270606,0.0,239.98642943305188,205.70265379975876,239.98642943305188,239.98642943305188,205.70265379975876,205.70265379975876,205.70265379975876,213.32127060715723,1714.1887816646563
14,275.50060313630877,206.6254523522316,241.06302774427022,206.6254523522316,181.75387012464816,214.27824688379573,145.40309609971854,369.2473361479694,344.375753920386,275.50060313630877,218.10464414957778,220.01784278246882,0.0,241.06302774427022,206.6254523522316,241.06302774427022,241.06302774427022,206.6254523522316,206.6254523522316,206.6254523522316,214.27824688379573,1721.8787696019301
15,289.8311218335343,217.37334137515077,253.6022316043426,217.37334137515077,191.20803176517893,225.42420587052672,152.96642541214314,388.4542119018898,362.28890229191796,289.8311218335343,229.4496381182147,231.4623542420587,0.0,253.6022316043426,217.37334137515077,253.6022316043426,253.6022316043426,217.37334137515077,217.37334137515077,217.37334137515077,225.42420587052672,1811.4445114595899
16,304.48733413751506,228.3655006031363,266.42641737032574,228.3655006031363,200.87706071572174,236.82348210695616,160.70164857257743,408.0976075593084,380.6091676718939,304.48733413751506,241.05247285886608,243.16696823482107,0.0,266.42641737032574,228.3655006031363,266.42641737032574,266.42641737032574,228.3655006031363,228.3655006031363,228.3655006031363,236.82348210695616,1903.0458383594694
17,325.65741857659833,244.24306393244876,284.9502412545236,244.24306393244876,214.84343586650584,253.28910333735425,171.87474869320468,436.4714012866908,407.07177322074796,325.65741857659833,257.812123039807,260.07363289103336,0.0,284.9502412545236,244.24306393244876,284.9502412545236,284.9502412545236,244.24306393244876,244.24306393244876,244.24306393244876,253.28910333735425,2035.3588661037397
18,347.6236429433052,260.7177322074789,304.17068757539204,260.7177322074789,229.3350422195416,270.37394451145957,183.4680337756333,465.9122436670687,434.5295536791315,347.6236429433052,275.20205066344994,277.61610373944507,0.0,304.17068757539204,260.7177322074789,304.17068757539204,304.17068757539204,260.7177322074789,260.7177322074789,260.7177322074789,270.37394451145957,2172.6477683956573
19,360.0,270.0,315.0,270.0,237.5,280.0,190.0,482.5,450.0,360.0,285.0,287.5,0.0,315.0,270.0,315.0,315.0,270.0,270.0,270.0,280.0,2250.0
20,340.5669481302774,255.4252110977081,297.9960796139928,255.4252110977081,224.67958383594691,264.8854041013269,179.74366706875756,456.45431242460796,425.7086851628468,340.5669481302774,269.6155006031363,271.980548854041,0.0,297.9960796139928,255.4252110977081,297.9960796139928,297.9960796139928,255.4252110977081,255.4252110977081,255.4252110977081,264.8854041013269,2128.543425814234
21,317.73220747889025,238.29915560916768,278.015681544029,238.29915560916768,209.61499798954566,247.12505026135906,167.69199839163653,425.84941696823483,397.16525934861284,317.73220747889025,251.53799758745478,253.7444712505026,0.0,278.015681544029,238.29915560916768,278.015681544029,278.015681544029,238.29915560916768,238.29915560916768,238.29915560916768,247.12505026135906,1985.8262967430642
22,302.6779252110977,227.00844390832327,264.8431845597105,227.00844390832327,199.68335343787695,235.416164053076,159.74668275030157,405.67249698431846,378.34740651387216,302.6779252110977,239.62002412545235,241.72195416164053,0.0,264.8431845597105,227.00844390832327,264.8431845597105,264.8431845597105,227.00844390832327,227.00844390832327,227.00844390832327,235.416164053076,1891.7370325693607
23,296.0193003618818,222.01447527141136,259.0168878166466,222.01447527141136,195.29051065540813,230.23723361479693,156.2324085243265,396.74809006835545,370.0241254523523,296.0193003618818,234.34861278648975,236.40430237233613,0.0,259.0168878166466,222.01447527141136,259.0168878166466,259.0168878166466,222.01447527141136,222.01447527141136,222.01447527141136,230.23723361479693,1850.1206272617615
